[Epoch 1 | Batch 000 | Step 00] Loss_cls = 2.3819, Loss_grad = 62.0000, L2 = 0.3313, Dot = 0.1183, Cosine = 1.0000
[Epoch 1 | Batch 035 | Step 03] Loss_cls = 1.2904, Loss_grad = 40.9584, L2 = 0.1107, Dot = 0.0061, Cosine = 0.6606
[Epoch 1 | Batch 035 | Step 04] Loss_cls = 1.3114, Loss_grad = 19.3766, L2 = 0.1102, Dot = 0.0047, Cosine = 0.3125
[Epoch 1 | Batch 036 | Step 00] Loss_cls = 1.4729, Loss_grad = 62.0000, L2 = 0.1494, Dot = 0.0144, Cosine = 1.0000
[Epoch 1 | Batch 036 | Step 01] Loss_cls = 1.4396, Loss_grad = 61.9916, L2 = 0.1469, Dot = 0.0134, Cosine = 0.9999
[Epoch 1 | Batch 036 | Step 02] Loss_cls = 1.5076, Loss_grad = 46.6684, L2 = 0.1467, Dot = 0.0108, Cosine = 0.7527
[Epoch 1 | Batch 036 | Step 03] Loss_cls = 1.4717, Loss_grad = 9.0770, L2 = 0.1100, Dot = 0.0027, Cosine = 0.1464
[Epoch 1 | Batch 036 | Step 04] Loss_cls = 1.4066, Loss_grad = -16.3958, L2 = 0.0872, Dot = -0.0012, Cosine = -0.2644
[Epoch 1 | Batch 037 | Step 00] Loss_cls = 1.5672, Loss_grad = 62.0000, L2 = 0.1871, Dot = 0.0205, Cosine = 1.0000
[Epoch 1 | Batch 037 | Step 01] Loss_cls = 1.5697, Loss_grad = 61.9814, L2 = 0.1760, Dot = 0.0179, Cosine = 0.9997
[Epoch 1 | Batch 037 | Step 02] Loss_cls = 1.6227, Loss_grad = 51.5346, L2 = 0.1468, Dot = 0.0113, Cosine = 0.8312
[Epoch 1 | Batch 037 | Step 03] Loss_cls = 1.5714, Loss_grad = 25.9322, L2 = 0.0983, Dot = 0.0035, Cosine = 0.4183
[Epoch 1 | Batch 037 | Step 04] Loss_cls = 1.5480, Loss_grad = 13.2575, L2 = 0.0847, Dot = 0.0023, Cosine = 0.2138
[Epoch 1 | Batch 038 | Step 00] Loss_cls = 1.5563, Loss_grad = 62.0000, L2 = 0.1302, Dot = 0.0113, Cosine = 1.0000
[Epoch 1 | Batch 038 | Step 01] Loss_cls = 1.5534, Loss_grad = 61.9971, L2 = 0.1214, Dot = 0.0099, Cosine = 1.0000
[Epoch 1 | Batch 038 | Step 02] Loss_cls = 1.4834, Loss_grad = 57.8155, L2 = 0.1046, Dot = 0.0066, Cosine = 0.9325
[Epoch 1 | Batch 038 | Step 03] Loss_cls = 1.4688, Loss_grad = 42.8393, L2 = 0.0887, Dot = 0.0038, Cosine = 0.6910
[Epoch 1 | Batch 038 | Step 04] Loss_cls = 1.4847, Loss_grad = 19.9381, L2 = 0.0876, Dot = 0.0028, Cosine = 0.3216
[Epoch 1 | Batch 039 | Step 00] Loss_cls = 1.6390, Loss_grad = 62.0000, L2 = 0.1650, Dot = 0.0174, Cosine = 1.0000
[Epoch 1 | Batch 039 | Step 01] Loss_cls = 1.6043, Loss_grad = 61.9961, L2 = 0.1574, Dot = 0.0156, Cosine = 0.9999
[Epoch 1 | Batch 039 | Step 02] Loss_cls = 1.5924, Loss_grad = 56.4713, L2 = 0.1348, Dot = 0.0102, Cosine = 0.9108
[Epoch 1 | Batch 039 | Step 03] Loss_cls = 1.5804, Loss_grad = 38.6125, L2 = 0.1026, Dot = 0.0049, Cosine = 0.6228
[Epoch 1 | Batch 039 | Step 04] Loss_cls = 1.6073, Loss_grad = 20.2374, L2 = 0.0962, Dot = 0.0042, Cosine = 0.3264
[Epoch 1 | Batch 040 | Step 00] Loss_cls = 1.5113, Loss_grad = 62.0000, L2 = 0.1392, Dot = 0.0121, Cosine = 1.0000
[Epoch 1 | Batch 040 | Step 01] Loss_cls = 1.4962, Loss_grad = 61.9963, L2 = 0.1340, Dot = 0.0109, Cosine = 0.9999
[Epoch 1 | Batch 040 | Step 02] Loss_cls = 1.3671, Loss_grad = 58.5405, L2 = 0.1203, Dot = 0.0081, Cosine = 0.9442
[Epoch 1 | Batch 040 | Step 03] Loss_cls = 1.3083, Loss_grad = 48.7061, L2 = 0.1060, Dot = 0.0056, Cosine = 0.7856
[Epoch 1 | Batch 040 | Step 04] Loss_cls = 1.2835, Loss_grad = 33.5216, L2 = 0.1078, Dot = 0.0052, Cosine = 0.5407
[Epoch 1 | Batch 041 | Step 00] Loss_cls = 1.5493, Loss_grad = 62.0000, L2 = 0.1604, Dot = 0.0170, Cosine = 1.0000
[Epoch 1 | Batch 041 | Step 01] Loss_cls = 1.4878, Loss_grad = 61.9940, L2 = 0.1334, Dot = 0.0113, Cosine = 0.9999
[Epoch 1 | Batch 041 | Step 02] Loss_cls = 1.2996, Loss_grad = 49.3588, L2 = 0.0872, Dot = 0.0042, Cosine = 0.7961
[Epoch 1 | Batch 041 | Step 03] Loss_cls = 1.2643, Loss_grad = 35.5477, L2 = 0.0996, Dot = 0.0050, Cosine = 0.5733
[Epoch 1 | Batch 041 | Step 04] Loss_cls = 1.2622, Loss_grad = 23.6316, L2 = 0.1152, Dot = 0.0056, Cosine = 0.3812
[Epoch 1 | Batch 042 | Step 00] Loss_cls = 1.4362, Loss_grad = 62.0000, L2 = 0.1543, Dot = 0.0156, Cosine = 1.0000
[Epoch 1 | Batch 042 | Step 01] Loss_cls = 1.3844, Loss_grad = 61.9798, L2 = 0.1325, Dot = 0.0107, Cosine = 0.9997
[Epoch 1 | Batch 042 | Step 02] Loss_cls = 1.4413, Loss_grad = 48.8894, L2 = 0.1267, Dot = 0.0076, Cosine = 0.7885
[Epoch 1 | Batch 042 | Step 03] Loss_cls = 1.4845, Loss_grad = 29.3471, L2 = 0.1327, Dot = 0.0058, Cosine = 0.4733
[Epoch 1 | Batch 042 | Step 04] Loss_cls = 1.4544, Loss_grad = -5.2426, L2 = 0.1116, Dot = -0.0001, Cosine = -0.0846
[Epoch 1 | Batch 043 | Step 00] Loss_cls = 1.5579, Loss_grad = 62.0000, L2 = 0.2123, Dot = 0.0288, Cosine = 1.0000
[Epoch 1 | Batch 043 | Step 01] Loss_cls = 1.5315, Loss_grad = 61.9952, L2 = 0.1989, Dot = 0.0241, Cosine = 0.9999
[Epoch 1 | Batch 043 | Step 02] Loss_cls = 1.6238, Loss_grad = 55.4788, L2 = 0.1638, Dot = 0.0148, Cosine = 0.8948
[Epoch 1 | Batch 043 | Step 03] Loss_cls = 1.6264, Loss_grad = 30.8640, L2 = 0.1109, Dot = 0.0048, Cosine = 0.4978
[Epoch 1 | Batch 043 | Step 04] Loss_cls = 1.6439, Loss_grad = 3.4299, L2 = 0.0900, Dot = 0.0025, Cosine = 0.0553
[Epoch 1 | Batch 044 | Step 00] Loss_cls = 1.4619, Loss_grad = 62.0000, L2 = 0.1206, Dot = 0.0100, Cosine = 1.0000
[Epoch 1 | Batch 044 | Step 01] Loss_cls = 1.5002, Loss_grad = 61.9948, L2 = 0.1280, Dot = 0.0105, Cosine = 0.9999
[Epoch 1 | Batch 044 | Step 02] Loss_cls = 1.5683, Loss_grad = 57.0858, L2 = 0.1175, Dot = 0.0080, Cosine = 0.9207
[Epoch 1 | Batch 044 | Step 03] Loss_cls = 1.6205, Loss_grad = 41.7585, L2 = 0.0997, Dot = 0.0049, Cosine = 0.6735
[Epoch 1 | Batch 044 | Step 04] Loss_cls = 1.6779, Loss_grad = 19.2361, L2 = 0.0887, Dot = 0.0030, Cosine = 0.3103
[Epoch 1 | Batch 045 | Step 00] Loss_cls = 1.4935, Loss_grad = 62.0000, L2 = 0.1104, Dot = 0.0077, Cosine = 1.0000
[Epoch 1 | Batch 045 | Step 01] Loss_cls = 1.4853, Loss_grad = 61.9933, L2 = 0.1029, Dot = 0.0066, Cosine = 0.9999
[Epoch 1 | Batch 045 | Step 02] Loss_cls = 1.4102, Loss_grad = 58.1253, L2 = 0.0996, Dot = 0.0055, Cosine = 0.9375
[Epoch 1 | Batch 045 | Step 03] Loss_cls = 1.3607, Loss_grad = 52.8200, L2 = 0.0989, Dot = 0.0048, Cosine = 0.8519
[Epoch 1 | Batch 045 | Step 04] Loss_cls = 1.3125, Loss_grad = 43.4513, L2 = 0.0993, Dot = 0.0042, Cosine = 0.7008
[Epoch 1 | Batch 046 | Step 00] Loss_cls = 1.4413, Loss_grad = 62.0000, L2 = 0.1041, Dot = 0.0067, Cosine = 1.0000
[Epoch 1 | Batch 046 | Step 01] Loss_cls = 1.4055, Loss_grad = 61.9955, L2 = 0.1041, Dot = 0.0067, Cosine = 0.9999
[Epoch 1 | Batch 046 | Step 02] Loss_cls = 1.2952, Loss_grad = 53.8303, L2 = 0.1007, Dot = 0.0057, Cosine = 0.8682
[Epoch 1 | Batch 046 | Step 03] Loss_cls = 1.2132, Loss_grad = 39.4926, L2 = 0.0955, Dot = 0.0039, Cosine = 0.6370
[Epoch 1 | Batch 046 | Step 04] Loss_cls = 1.1527, Loss_grad = 17.5901, L2 = 0.0928, Dot = 0.0008, Cosine = 0.2837
[Epoch 1 | Batch 047 | Step 00] Loss_cls = 1.4406, Loss_grad = 62.0000, L2 = 0.1719, Dot = 0.0197, Cosine = 1.0000
[Epoch 1 | Batch 047 | Step 01] Loss_cls = 1.3749, Loss_grad = 61.9466, L2 = 0.1376, Dot = 0.0118, Cosine = 0.9991
[Epoch 1 | Batch 047 | Step 02] Loss_cls = 1.1490, Loss_grad = 41.2011, L2 = 0.1307, Dot = 0.0080, Cosine = 0.6645
[Epoch 1 | Batch 047 | Step 03] Loss_cls = 1.0459, Loss_grad = 25.3784, L2 = 0.1398, Dot = 0.0106, Cosine = 0.4093
[Epoch 1 | Batch 047 | Step 04] Loss_cls = 0.9406, Loss_grad = -2.5874, L2 = 0.1304, Dot = 0.0040, Cosine = -0.0417
[Epoch 1 | Batch 048 | Step 00] Loss_cls = 1.5160, Loss_grad = 62.0000, L2 = 0.2717, Dot = 0.0469, Cosine = 1.0000
[Epoch 1 | Batch 048 | Step 01] Loss_cls = 1.3667, Loss_grad = 61.9756, L2 = 0.1959, Dot = 0.0253, Cosine = 0.9996
[Epoch 1 | Batch 048 | Step 02] Loss_cls = 1.3248, Loss_grad = 45.7434, L2 = 0.1456, Dot = 0.0137, Cosine = 0.7378
[Epoch 1 | Batch 048 | Step 03] Loss_cls = 1.3556, Loss_grad = 15.9854, L2 = 0.1170, Dot = 0.0061, Cosine = 0.2578
[Epoch 1 | Batch 048 | Step 04] Loss_cls = 1.4627, Loss_grad = 2.5282, L2 = 0.1346, Dot = 0.0104, Cosine = 0.0408
[Epoch 1 | Batch 049 | Step 00] Loss_cls = 1.5416, Loss_grad = 62.0000, L2 = 0.2235, Dot = 0.0324, Cosine = 1.0000
[Epoch 1 | Batch 049 | Step 01] Loss_cls = 1.4807, Loss_grad = 61.9959, L2 = 0.1875, Dot = 0.0207, Cosine = 0.9999
[Epoch 1 | Batch 049 | Step 02] Loss_cls = 1.4513, Loss_grad = 54.5371, L2 = 0.1532, Dot = 0.0142, Cosine = 0.8796
[Epoch 1 | Batch 049 | Step 03] Loss_cls = 1.4389, Loss_grad = 36.7963, L2 = 0.1354, Dot = 0.0137, Cosine = 0.5935
[Epoch 1 | Batch 049 | Step 04] Loss_cls = 1.4291, Loss_grad = 20.9874, L2 = 0.1179, Dot = 0.0094, Cosine = 0.3385
[Epoch 1 | Batch 050 | Step 00] Loss_cls = 1.4677, Loss_grad = 62.0000, L2 = 0.1594, Dot = 0.0205, Cosine = 1.0000
[Epoch 1 | Batch 050 | Step 01] Loss_cls = 1.4399, Loss_grad = 61.9940, L2 = 0.1481, Dot = 0.0163, Cosine = 0.9999
[Epoch 1 | Batch 050 | Step 02] Loss_cls = 1.4712, Loss_grad = 56.3021, L2 = 0.1282, Dot = 0.0111, Cosine = 0.9081
[Epoch 1 | Batch 050 | Step 03] Loss_cls = 1.5318, Loss_grad = 42.3992, L2 = 0.1417, Dot = 0.0189, Cosine = 0.6839
[Epoch 1 | Batch 050 | Step 04] Loss_cls = 1.5356, Loss_grad = 20.0439, L2 = 0.1183, Dot = 0.0103, Cosine = 0.3233
[Epoch 1 | Batch 051 | Step 00] Loss_cls = 1.4587, Loss_grad = 62.0000, L2 = 0.1717, Dot = 0.0249, Cosine = 1.0000
[Epoch 1 | Batch 051 | Step 01] Loss_cls = 1.4169, Loss_grad = 61.9933, L2 = 0.1495, Dot = 0.0161, Cosine = 0.9999
[Epoch 1 | Batch 051 | Step 02] Loss_cls = 1.3677, Loss_grad = 54.8059, L2 = 0.1354, Dot = 0.0150, Cosine = 0.8840
[Epoch 1 | Batch 051 | Step 03] Loss_cls = 1.3505, Loss_grad = 37.4211, L2 = 0.1227, Dot = 0.0115, Cosine = 0.6036
[Epoch 1 | Batch 051 | Step 04] Loss_cls = 1.3413, Loss_grad = 20.5106, L2 = 0.1149, Dot = 0.0058, Cosine = 0.3308
[Epoch 1 | Batch 052 | Step 00] Loss_cls = 1.5025, Loss_grad = 62.0000, L2 = 0.1678, Dot = 0.0206, Cosine = 1.0000
[Epoch 1 | Batch 052 | Step 01] Loss_cls = 1.4448, Loss_grad = 61.9863, L2 = 0.1316, Dot = 0.0109, Cosine = 0.9998
[Epoch 1 | Batch 052 | Step 02] Loss_cls = 1.4358, Loss_grad = 55.2969, L2 = 0.1381, Dot = 0.0130, Cosine = 0.8919
[Epoch 1 | Batch 052 | Step 03] Loss_cls = 1.4742, Loss_grad = 45.9092, L2 = 0.1338, Dot = 0.0124, Cosine = 0.7405
[Epoch 1 | Batch 052 | Step 04] Loss_cls = 1.4965, Loss_grad = 27.7911, L2 = 0.1182, Dot = 0.0088, Cosine = 0.4482
[Epoch 1 | Batch 053 | Step 00] Loss_cls = 1.4447, Loss_grad = 62.0000, L2 = 0.1650, Dot = 0.0218, Cosine = 1.0000
[Epoch 1 | Batch 053 | Step 01] Loss_cls = 1.3662, Loss_grad = 61.9908, L2 = 0.1289, Dot = 0.0105, Cosine = 0.9999
[Epoch 1 | Batch 053 | Step 02] Loss_cls = 1.3167, Loss_grad = 48.6488, L2 = 0.1280, Dot = 0.0109, Cosine = 0.7847
[Epoch 1 | Batch 053 | Step 03] Loss_cls = 1.3147, Loss_grad = 25.1951, L2 = 0.1384, Dot = 0.0151, Cosine = 0.4064
[Epoch 1 | Batch 053 | Step 04] Loss_cls = 1.2862, Loss_grad = -1.1104, L2 = 0.1245, Dot = 0.0074, Cosine = -0.0179
[Epoch 1 | Batch 054 | Step 00] Loss_cls = 1.4371, Loss_grad = 62.0000, L2 = 0.1833, Dot = 0.0237, Cosine = 1.0000
[Epoch 1 | Batch 054 | Step 01] Loss_cls = 1.3615, Loss_grad = 61.9881, L2 = 0.1454, Dot = 0.0126, Cosine = 0.9998
[Epoch 1 | Batch 054 | Step 02] Loss_cls = 1.4189, Loss_grad = 49.6956, L2 = 0.1341, Dot = 0.0096, Cosine = 0.8015
[Epoch 1 | Batch 054 | Step 03] Loss_cls = 1.4708, Loss_grad = 26.6486, L2 = 0.1282, Dot = 0.0086, Cosine = 0.4298
[Epoch 1 | Batch 054 | Step 04] Loss_cls = 1.5221, Loss_grad = 9.8357, L2 = 0.1197, Dot = 0.0066, Cosine = 0.1586
[Epoch 1 | Batch 055 | Step 00] Loss_cls = 1.5768, Loss_grad = 62.0000, L2 = 0.1945, Dot = 0.0262, Cosine = 1.0000
[Epoch 1 | Batch 055 | Step 01] Loss_cls = 1.5210, Loss_grad = 61.9963, L2 = 0.1802, Dot = 0.0219, Cosine = 0.9999
[Epoch 1 | Batch 055 | Step 02] Loss_cls = 1.3954, Loss_grad = 57.5113, L2 = 0.1394, Dot = 0.0125, Cosine = 0.9276
[Epoch 1 | Batch 055 | Step 03] Loss_cls = 1.3745, Loss_grad = 47.9172, L2 = 0.1161, Dot = 0.0070, Cosine = 0.7729
[Epoch 1 | Batch 055 | Step 04] Loss_cls = 1.4778, Loss_grad = 41.2688, L2 = 0.1397, Dot = 0.0116, Cosine = 0.6656
[Epoch 1 | Batch 056 | Step 00] Loss_cls = 1.4027, Loss_grad = 62.0000, L2 = 0.1597, Dot = 0.0211, Cosine = 1.0000
[Epoch 1 | Batch 056 | Step 01] Loss_cls = 1.3339, Loss_grad = 61.9770, L2 = 0.1274, Dot = 0.0114, Cosine = 0.9996
[Epoch 1 | Batch 056 | Step 02] Loss_cls = 1.2437, Loss_grad = 55.8356, L2 = 0.1157, Dot = 0.0071, Cosine = 0.9006
[Epoch 1 | Batch 056 | Step 03] Loss_cls = 1.2043, Loss_grad = 47.9945, L2 = 0.1194, Dot = 0.0072, Cosine = 0.7741
[Epoch 1 | Batch 056 | Step 04] Loss_cls = 1.1442, Loss_grad = 29.9493, L2 = 0.1206, Dot = 0.0072, Cosine = 0.4831
[Epoch 1 | Batch 057 | Step 00] Loss_cls = 1.3279, Loss_grad = 62.0000, L2 = 0.1467, Dot = 0.0176, Cosine = 1.0000
[Epoch 1 | Batch 057 | Step 01] Loss_cls = 1.2627, Loss_grad = 61.9810, L2 = 0.1253, Dot = 0.0101, Cosine = 0.9997
[Epoch 1 | Batch 057 | Step 02] Loss_cls = 1.1626, Loss_grad = 48.8886, L2 = 0.1085, Dot = 0.0065, Cosine = 0.7885
[Epoch 1 | Batch 057 | Step 03] Loss_cls = 1.1091, Loss_grad = 18.9507, L2 = 0.1018, Dot = 0.0050, Cosine = 0.3057
[Epoch 1 | Batch 057 | Step 04] Loss_cls = 1.1153, Loss_grad = -7.5588, L2 = 0.1038, Dot = 0.0037, Cosine = -0.1219
[Epoch 1 | Batch 058 | Step 00] Loss_cls = 1.3902, Loss_grad = 62.0000, L2 = 0.2048, Dot = 0.0313, Cosine = 1.0000
[Epoch 1 | Batch 058 | Step 01] Loss_cls = 1.3069, Loss_grad = 61.9875, L2 = 0.1606, Dot = 0.0156, Cosine = 0.9998
[Epoch 1 | Batch 058 | Step 02] Loss_cls = 1.2757, Loss_grad = 52.6428, L2 = 0.1409, Dot = 0.0102, Cosine = 0.8491
[Epoch 1 | Batch 058 | Step 03] Loss_cls = 1.2793, Loss_grad = 39.2142, L2 = 0.1464, Dot = 0.0128, Cosine = 0.6325
[Epoch 1 | Batch 058 | Step 04] Loss_cls = 1.2839, Loss_grad = 15.0603, L2 = 0.1236, Dot = 0.0068, Cosine = 0.2429
[Epoch 1 | Batch 059 | Step 00] Loss_cls = 1.3894, Loss_grad = 62.0000, L2 = 0.1816, Dot = 0.0202, Cosine = 1.0000
[Epoch 1 | Batch 059 | Step 01] Loss_cls = 1.3811, Loss_grad = 61.9867, L2 = 0.1809, Dot = 0.0196, Cosine = 0.9998
[Epoch 1 | Batch 059 | Step 02] Loss_cls = 1.5290, Loss_grad = 54.3272, L2 = 0.1677, Dot = 0.0157, Cosine = 0.8762
[Epoch 1 | Batch 059 | Step 03] Loss_cls = 1.5231, Loss_grad = 33.2063, L2 = 0.1293, Dot = 0.0071, Cosine = 0.5356
[Epoch 1 | Batch 059 | Step 04] Loss_cls = 1.5210, Loss_grad = 13.9475, L2 = 0.1120, Dot = 0.0042, Cosine = 0.2250
[Epoch 1 | Batch 060 | Step 00] Loss_cls = 1.3938, Loss_grad = 62.0000, L2 = 0.1564, Dot = 0.0175, Cosine = 1.0000
[Epoch 1 | Batch 060 | Step 01] Loss_cls = 1.3682, Loss_grad = 61.9909, L2 = 0.1365, Dot = 0.0129, Cosine = 0.9999
[Epoch 1 | Batch 060 | Step 02] Loss_cls = 1.3300, Loss_grad = 56.2765, L2 = 0.1191, Dot = 0.0085, Cosine = 0.9077
[Epoch 1 | Batch 060 | Step 03] Loss_cls = 1.3401, Loss_grad = 44.2732, L2 = 0.1074, Dot = 0.0059, Cosine = 0.7141
[Epoch 1 | Batch 060 | Step 04] Loss_cls = 1.3619, Loss_grad = 26.9464, L2 = 0.1058, Dot = 0.0050, Cosine = 0.4346
[Epoch 1 | Batch 061 | Step 00] Loss_cls = 1.4144, Loss_grad = 62.0000, L2 = 0.1426, Dot = 0.0139, Cosine = 1.0000
[Epoch 1 | Batch 061 | Step 01] Loss_cls = 1.4099, Loss_grad = 61.9937, L2 = 0.1410, Dot = 0.0131, Cosine = 0.9999
[Epoch 1 | Batch 061 | Step 02] Loss_cls = 1.4993, Loss_grad = 54.1877, L2 = 0.1244, Dot = 0.0090, Cosine = 0.8740
[Epoch 1 | Batch 061 | Step 03] Loss_cls = 1.5735, Loss_grad = 33.6676, L2 = 0.1079, Dot = 0.0059, Cosine = 0.5430
[Epoch 1 | Batch 061 | Step 04] Loss_cls = 1.6573, Loss_grad = 10.8267, L2 = 0.1033, Dot = 0.0052, Cosine = 0.1746
[Epoch 1 | Batch 062 | Step 00] Loss_cls = 1.5472, Loss_grad = 62.0000, L2 = 0.1458, Dot = 0.0168, Cosine = 1.0000
[Epoch 1 | Batch 062 | Step 01] Loss_cls = 1.5158, Loss_grad = 61.9954, L2 = 0.1321, Dot = 0.0123, Cosine = 0.9999
[Epoch 1 | Batch 062 | Step 02] Loss_cls = 1.3887, Loss_grad = 56.3632, L2 = 0.1158, Dot = 0.0079, Cosine = 0.9091
[Epoch 1 | Batch 062 | Step 03] Loss_cls = 1.3259, Loss_grad = 46.3097, L2 = 0.1060, Dot = 0.0058, Cosine = 0.7469
[Epoch 1 | Batch 062 | Step 04] Loss_cls = 1.2992, Loss_grad = 30.8491, L2 = 0.0980, Dot = 0.0047, Cosine = 0.4976
[Epoch 1 | Batch 063 | Step 00] Loss_cls = 1.4756, Loss_grad = 62.0000, L2 = 0.1445, Dot = 0.0189, Cosine = 1.0000
[Epoch 1 | Batch 063 | Step 01] Loss_cls = 1.4057, Loss_grad = 61.9900, L2 = 0.1259, Dot = 0.0132, Cosine = 0.9998
[Epoch 1 | Batch 063 | Step 02] Loss_cls = 1.3118, Loss_grad = 53.3270, L2 = 0.0988, Dot = 0.0061, Cosine = 0.8601
[Epoch 1 | Batch 063 | Step 03] Loss_cls = 1.2888, Loss_grad = 39.0140, L2 = 0.1041, Dot = 0.0073, Cosine = 0.6293
[Epoch 1 | Batch 063 | Step 04] Loss_cls = 1.2918, Loss_grad = 24.2429, L2 = 0.1193, Dot = 0.0108, Cosine = 0.3910
[Epoch 1 | Batch 064 | Step 00] Loss_cls = 1.5389, Loss_grad = 62.0000, L2 = 0.1704, Dot = 0.0226, Cosine = 1.0000
[Epoch 1 | Batch 064 | Step 01] Loss_cls = 1.4727, Loss_grad = 61.9906, L2 = 0.1501, Dot = 0.0144, Cosine = 0.9998
[Epoch 1 | Batch 064 | Step 02] Loss_cls = 1.5534, Loss_grad = 52.3626, L2 = 0.1331, Dot = 0.0102, Cosine = 0.8446
[Epoch 1 | Batch 064 | Step 03] Loss_cls = 1.6179, Loss_grad = 36.1601, L2 = 0.1282, Dot = 0.0104, Cosine = 0.5832
[Epoch 1 | Batch 064 | Step 04] Loss_cls = 1.6425, Loss_grad = 14.6596, L2 = 0.1125, Dot = 0.0075, Cosine = 0.2364
[Epoch 1 | Batch 065 | Step 00] Loss_cls = 1.5052, Loss_grad = 62.0000, L2 = 0.1328, Dot = 0.0131, Cosine = 1.0000
[Epoch 1 | Batch 065 | Step 01] Loss_cls = 1.4883, Loss_grad = 61.9929, L2 = 0.1269, Dot = 0.0107, Cosine = 0.9999
[Epoch 1 | Batch 065 | Step 02] Loss_cls = 1.4170, Loss_grad = 57.4919, L2 = 0.1195, Dot = 0.0093, Cosine = 0.9273
[Epoch 1 | Batch 065 | Step 03] Loss_cls = 1.3715, Loss_grad = 45.6656, L2 = 0.1112, Dot = 0.0082, Cosine = 0.7365
[Epoch 1 | Batch 065 | Step 04] Loss_cls = 1.3380, Loss_grad = 25.9698, L2 = 0.0997, Dot = 0.0060, Cosine = 0.4189
[Epoch 1 | Batch 066 | Step 00] Loss_cls = 1.3426, Loss_grad = 62.0000, L2 = 0.1222, Dot = 0.0107, Cosine = 1.0000
[Epoch 1 | Batch 066 | Step 01] Loss_cls = 1.3194, Loss_grad = 61.9911, L2 = 0.1246, Dot = 0.0109, Cosine = 0.9999
[Epoch 1 | Batch 066 | Step 02] Loss_cls = 1.1991, Loss_grad = 52.4326, L2 = 0.1112, Dot = 0.0075, Cosine = 0.8457
[Epoch 1 | Batch 066 | Step 03] Loss_cls = 1.1504, Loss_grad = 37.5364, L2 = 0.0972, Dot = 0.0048, Cosine = 0.6054
[Epoch 1 | Batch 066 | Step 04] Loss_cls = 1.1308, Loss_grad = 14.0207, L2 = 0.0875, Dot = 0.0026, Cosine = 0.2261
[Epoch 1 | Batch 067 | Step 00] Loss_cls = 1.3690, Loss_grad = 62.0000, L2 = 0.1735, Dot = 0.0186, Cosine = 1.0000
[Epoch 1 | Batch 067 | Step 01] Loss_cls = 1.3212, Loss_grad = 61.9352, L2 = 0.1517, Dot = 0.0141, Cosine = 0.9990
[Epoch 1 | Batch 067 | Step 02] Loss_cls = 1.2114, Loss_grad = 49.2397, L2 = 0.1142, Dot = 0.0072, Cosine = 0.7942
[Epoch 1 | Batch 067 | Step 03] Loss_cls = 1.1375, Loss_grad = 31.1808, L2 = 0.1010, Dot = 0.0048, Cosine = 0.5029
[Epoch 1 | Batch 067 | Step 04] Loss_cls = 1.1042, Loss_grad = 3.0177, L2 = 0.0959, Dot = 0.0024, Cosine = 0.0487
[Epoch 1 | Batch 068 | Step 00] Loss_cls = 1.3235, Loss_grad = 62.0000, L2 = 0.1769, Dot = 0.0194, Cosine = 1.0000
[Epoch 1 | Batch 068 | Step 01] Loss_cls = 1.2896, Loss_grad = 61.9748, L2 = 0.1615, Dot = 0.0156, Cosine = 0.9996
[Epoch 1 | Batch 068 | Step 02] Loss_cls = 1.4094, Loss_grad = 47.7760, L2 = 0.1391, Dot = 0.0090, Cosine = 0.7706
[Epoch 1 | Batch 068 | Step 03] Loss_cls = 1.4810, Loss_grad = 18.8613, L2 = 0.1140, Dot = 0.0034, Cosine = 0.3042
[Epoch 1 | Batch 068 | Step 04] Loss_cls = 1.5473, Loss_grad = 3.7097, L2 = 0.1156, Dot = 0.0026, Cosine = 0.0598
[Epoch 1 | Batch 069 | Step 00] Loss_cls = 1.4361, Loss_grad = 62.0000, L2 = 0.1866, Dot = 0.0219, Cosine = 1.0000
[Epoch 1 | Batch 069 | Step 01] Loss_cls = 1.3860, Loss_grad = 61.9927, L2 = 0.1663, Dot = 0.0167, Cosine = 0.9999
[Epoch 1 | Batch 069 | Step 02] Loss_cls = 1.2984, Loss_grad = 53.7890, L2 = 0.1215, Dot = 0.0079, Cosine = 0.8676
[Epoch 1 | Batch 069 | Step 03] Loss_cls = 1.3118, Loss_grad = 34.3709, L2 = 0.0979, Dot = 0.0042, Cosine = 0.5544
[Epoch 1 | Batch 069 | Step 04] Loss_cls = 1.4020, Loss_grad = 22.3886, L2 = 0.1139, Dot = 0.0070, Cosine = 0.3611
[Epoch 1 | Batch 070 | Step 00] Loss_cls = 1.3168, Loss_grad = 62.0000, L2 = 0.1309, Dot = 0.0108, Cosine = 1.0000
[Epoch 1 | Batch 070 | Step 01] Loss_cls = 1.3051, Loss_grad = 61.9920, L2 = 0.1207, Dot = 0.0087, Cosine = 0.9999
[Epoch 1 | Batch 070 | Step 02] Loss_cls = 1.3052, Loss_grad = 53.2889, L2 = 0.1052, Dot = 0.0059, Cosine = 0.8595
[Epoch 1 | Batch 070 | Step 03] Loss_cls = 1.3377, Loss_grad = 31.6829, L2 = 0.0932, Dot = 0.0036, Cosine = 0.5110
[Epoch 1 | Batch 070 | Step 04] Loss_cls = 1.3944, Loss_grad = 3.2908, L2 = 0.0857, Dot = 0.0013, Cosine = 0.0531
[Epoch 1 | Batch 071 | Step 00] Loss_cls = 1.2566, Loss_grad = 62.0000, L2 = 0.1307, Dot = 0.0101, Cosine = 1.0000
