[Epoch 1 | Batch 000 ] loss = 2.3838 L2 = 0.0000, Cosine = 1.0000
[Epoch 8 | Batch 051 ] loss = 0.7544 L2 = 0.6388, Cosine = -0.0473
[Epoch 8 | Batch 052 ] loss = 0.7416 L2 = 0.6754, Cosine = -0.1106
[Epoch 8 | Batch 053 ] loss = 0.7281 L2 = 0.7574, Cosine = -0.2619
[Epoch 8 | Batch 054 ] loss = 0.6673 L2 = 0.7308, Cosine = -0.2876
[Epoch 8 | Batch 055 ] loss = 0.7757 L2 = 0.7832, Cosine = -0.0413
[Epoch 8 | Batch 056 ] loss = 0.6641 L2 = 0.6891, Cosine = 0.1882
[Epoch 8 | Batch 057 ] loss = 0.6814 L2 = 0.7725, Cosine = 0.3218
[Epoch 8 | Batch 058 ] loss = 0.6626 L2 = 0.7960, Cosine = 0.2153
[Epoch 8 | Batch 059 ] loss = 0.7132 L2 = 0.6998, Cosine = 0.0286
[Epoch 8 | Batch 060 ] loss = 0.6755 L2 = 0.6745, Cosine = -0.0894
[Epoch 8 | Batch 061 ] loss = 0.7467 L2 = 0.6614, Cosine = -0.0282
[Epoch 8 | Batch 062 ] loss = 0.7003 L2 = 0.6750, Cosine = -0.0795
[Epoch 8 | Batch 063 ] loss = 0.7906 L2 = 0.6012, Cosine = 0.1575
[Epoch 8 | Batch 064 ] loss = 0.7134 L2 = 0.6420, Cosine = 0.1032
[Epoch 8 | Batch 065 ] loss = 0.7502 L2 = 0.6445, Cosine = -0.0126
[Epoch 8 | Batch 066 ] loss = 0.7147 L2 = 0.6486, Cosine = -0.0394
[Epoch 8 | Batch 067 ] loss = 0.7244 L2 = 0.6787, Cosine = 0.0162
[Epoch 8 | Batch 068 ] loss = 0.7237 L2 = 0.6282, Cosine = 0.0649
[Epoch 8 | Batch 069 ] loss = 0.7512 L2 = 0.6027, Cosine = -0.1332
[Epoch 8 | Batch 070 ] loss = 0.7754 L2 = 0.5576, Cosine = -0.0306
[Epoch 8 | Batch 071 ] loss = 0.6044 L2 = 0.6555, Cosine = -0.1672
[Epoch 8 | Batch 072 ] loss = 0.6618 L2 = 0.6010, Cosine = -0.1874
[Epoch 8 | Batch 073 ] loss = 0.6049 L2 = 0.6565, Cosine = -0.1874
[Epoch 8 | Batch 074 ] loss = 0.7345 L2 = 0.6521, Cosine = 0.2651
[Epoch 8 | Batch 075 ] loss = 0.6538 L2 = 0.6866, Cosine = 0.0037
[Epoch 8 | Batch 076 ] loss = 0.7109 L2 = 0.7102, Cosine = 0.0483
[Epoch 8 | Batch 077 ] loss = 0.6556 L2 = 0.7603, Cosine = -0.0198
[Epoch 8 | Batch 078 ] loss = 0.6457 L2 = 0.7427, Cosine = -0.0672
[Epoch 8 | Batch 079 ] loss = 0.6235 L2 = 0.6821, Cosine = -0.1252
[Epoch 8 | Batch 080 ] loss = 0.5914 L2 = 0.7730, Cosine = -0.1598
[Epoch 8 | Batch 081 ] loss = 0.6914 L2 = 0.7405, Cosine = 0.0722
[Epoch 8 | Batch 082 ] loss = 0.6669 L2 = 0.7245, Cosine = 0.0676
[Epoch 8 | Batch 083 ] loss = 0.7423 L2 = 0.6860, Cosine = 0.1464
[Epoch 8 | Batch 084 ] loss = 0.6184 L2 = 0.8185, Cosine = -0.0257
[Epoch 8 | Batch 085 ] loss = 0.7341 L2 = 0.7948, Cosine = -0.0191
[Epoch 8 | Batch 086 ] loss = 0.6056 L2 = 0.8337, Cosine = 0.0759
[Epoch 8 | Batch 087 ] loss = 0.6664 L2 = 0.7441, Cosine = 0.0865
[Epoch 8 | Batch 088 ] loss = 0.6252 L2 = 0.8783, Cosine = 0.1091
[Epoch 8 | Batch 089 ] loss = 0.6486 L2 = 0.7658, Cosine = 0.0833
[Epoch 8 | Batch 090 ] loss = 0.6394 L2 = 0.7965, Cosine = -0.1032
[Epoch 8 | Batch 091 ] loss = 0.5910 L2 = 0.7696, Cosine = -0.1832
[Epoch 8 | Batch 092 ] loss = 0.6888 L2 = 0.7816, Cosine = -0.1003
[Epoch 8 | Batch 093 ] loss = 0.6917 L2 = 0.7196, Cosine = 0.1006
[Epoch 8 | Batch 094 ] loss = 0.6177 L2 = 0.7464, Cosine = -0.0014
[Epoch 8 | Batch 095 ] loss = 0.6579 L2 = 0.8499, Cosine = -0.0865
[Epoch 8 | Batch 096 ] loss = 0.6744 L2 = 0.7403, Cosine = 0.1869
[Epoch 8 | Batch 097 ] loss = 0.6343 L2 = 0.7893, Cosine = 0.1525
Epoch [8] Test Acc: 11.17% 
[Epoch 9 | Batch 000 ] loss = 1.1227 L2 = 0.8118, Cosine = -0.1872
[Epoch 9 | Batch 001 ] loss = 1.0378 L2 = 0.7813, Cosine = -0.2058
[Epoch 9 | Batch 002 ] loss = 0.8263 L2 = 0.7676, Cosine = -0.0614
[Epoch 9 | Batch 003 ] loss = 0.8745 L2 = 0.7110, Cosine = 0.1157
[Epoch 9 | Batch 004 ] loss = 0.8036 L2 = 0.6862, Cosine = 0.1466
[Epoch 9 | Batch 005 ] loss = 0.7084 L2 = 0.6711, Cosine = 0.0725
[Epoch 9 | Batch 006 ] loss = 0.8005 L2 = 0.6215, Cosine = -0.0876
[Epoch 9 | Batch 007 ] loss = 0.6999 L2 = 0.6510, Cosine = -0.1362
[Epoch 9 | Batch 008 ] loss = 0.7144 L2 = 0.6092, Cosine = -0.2614
[Epoch 9 | Batch 009 ] loss = 0.8113 L2 = 0.5720, Cosine = -0.1277
[Epoch 9 | Batch 010 ] loss = 0.8204 L2 = 0.5924, Cosine = -0.0931
[Epoch 9 | Batch 011 ] loss = 0.7199 L2 = 0.5932, Cosine = -0.1902
[Epoch 9 | Batch 012 ] loss = 0.7320 L2 = 0.5968, Cosine = -0.0943
[Epoch 9 | Batch 013 ] loss = 0.7452 L2 = 0.6328, Cosine = 0.0643
[Epoch 9 | Batch 014 ] loss = 0.6962 L2 = 0.6367, Cosine = 0.0149
[Epoch 9 | Batch 015 ] loss = 0.6733 L2 = 0.6412, Cosine = -0.1336
[Epoch 9 | Batch 016 ] loss = 0.6990 L2 = 0.5843, Cosine = 0.1161
[Epoch 9 | Batch 017 ] loss = 0.6297 L2 = 0.6173, Cosine = -0.0713
[Epoch 9 | Batch 018 ] loss = 0.6764 L2 = 0.6283, Cosine = -0.2132
[Epoch 9 | Batch 019 ] loss = 0.6752 L2 = 0.6485, Cosine = -0.2024
[Epoch 9 | Batch 020 ] loss = 0.6334 L2 = 0.6574, Cosine = -0.0872
[Epoch 9 | Batch 021 ] loss = 0.6964 L2 = 0.7014, Cosine = -0.0287
[Epoch 9 | Batch 022 ] loss = 0.6737 L2 = 0.7245, Cosine = 0.2423
[Epoch 9 | Batch 023 ] loss = 0.7561 L2 = 0.6093, Cosine = 0.2536
[Epoch 9 | Batch 024 ] loss = 0.6363 L2 = 0.6062, Cosine = -0.0317
[Epoch 9 | Batch 025 ] loss = 0.6009 L2 = 0.7526, Cosine = -0.0712
[Epoch 9 | Batch 026 ] loss = 0.6560 L2 = 0.6499, Cosine = -0.1392
[Epoch 9 | Batch 027 ] loss = 0.6640 L2 = 0.7127, Cosine = -0.1039
[Epoch 9 | Batch 028 ] loss = 0.5907 L2 = 0.7447, Cosine = 0.0077
[Epoch 9 | Batch 029 ] loss = 0.6164 L2 = 0.7201, Cosine = 0.1370
[Epoch 9 | Batch 030 ] loss = 0.7474 L2 = 0.7686, Cosine = 0.2280
[Epoch 9 | Batch 031 ] loss = 0.7193 L2 = 0.7109, Cosine = 0.3039
[Epoch 9 | Batch 032 ] loss = 0.5861 L2 = 0.6937, Cosine = -0.0265
[Epoch 9 | Batch 033 ] loss = 0.5707 L2 = 0.7704, Cosine = -0.0896
[Epoch 9 | Batch 034 ] loss = 0.5992 L2 = 0.6836, Cosine = -0.1510
[Epoch 9 | Batch 035 ] loss = 0.5398 L2 = 0.6987, Cosine = 0.0187
[Epoch 9 | Batch 036 ] loss = 0.5774 L2 = 0.6618, Cosine = -0.1234
[Epoch 9 | Batch 037 ] loss = 0.5915 L2 = 0.6578, Cosine = -0.0739
[Epoch 9 | Batch 038 ] loss = 0.5559 L2 = 0.6983, Cosine = -0.0774
[Epoch 9 | Batch 039 ] loss = 0.5905 L2 = 0.6338, Cosine = -0.0537
[Epoch 9 | Batch 040 ] loss = 0.6320 L2 = 0.6698, Cosine = -0.0272
[Epoch 9 | Batch 041 ] loss = 0.5890 L2 = 0.6655, Cosine = 0.0737
[Epoch 9 | Batch 042 ] loss = 0.6363 L2 = 0.7339, Cosine = -0.0009
[Epoch 9 | Batch 043 ] loss = 0.6482 L2 = 0.6782, Cosine = 0.1757
[Epoch 9 | Batch 044 ] loss = 0.5376 L2 = 0.7414, Cosine = 0.0103
[Epoch 9 | Batch 045 ] loss = 0.5453 L2 = 0.7552, Cosine = -0.0443
[Epoch 9 | Batch 046 ] loss = 0.6932 L2 = 0.6898, Cosine = -0.0430
[Epoch 9 | Batch 047 ] loss = 0.5894 L2 = 0.6652, Cosine = -0.0440
[Epoch 9 | Batch 048 ] loss = 0.6149 L2 = 0.6964, Cosine = -0.1192
[Epoch 9 | Batch 049 ] loss = 0.5732 L2 = 0.6975, Cosine = 0.0225
[Epoch 9 | Batch 050 ] loss = 0.6171 L2 = 0.6685, Cosine = 0.0222
[Epoch 9 | Batch 051 ] loss = 0.6734 L2 = 0.6351, Cosine = 0.0043
[Epoch 9 | Batch 052 ] loss = 0.5647 L2 = 0.6345, Cosine = -0.0181
[Epoch 9 | Batch 053 ] loss = 0.5872 L2 = 0.6132, Cosine = -0.0479
[Epoch 9 | Batch 054 ] loss = 0.6591 L2 = 0.6343, Cosine = 0.0051
[Epoch 9 | Batch 055 ] loss = 0.4740 L2 = 0.6091, Cosine = 0.0215
[Epoch 9 | Batch 056 ] loss = 0.5312 L2 = 0.6344, Cosine = 0.0764
[Epoch 9 | Batch 057 ] loss = 0.4946 L2 = 0.6240, Cosine = -0.1112
[Epoch 9 | Batch 058 ] loss = 0.6421 L2 = 0.6515, Cosine = 0.1892
[Epoch 9 | Batch 059 ] loss = 0.6359 L2 = 0.6360, Cosine = 0.1039
[Epoch 9 | Batch 060 ] loss = 0.5109 L2 = 0.6758, Cosine = 0.0090
[Epoch 9 | Batch 061 ] loss = 0.5145 L2 = 0.6570, Cosine = -0.0556
[Epoch 9 | Batch 062 ] loss = 0.5902 L2 = 0.6599, Cosine = 0.1599
[Epoch 9 | Batch 063 ] loss = 0.5749 L2 = 0.7307, Cosine = 0.0404
[Epoch 9 | Batch 064 ] loss = 0.6039 L2 = 0.6745, Cosine = 0.0291
[Epoch 9 | Batch 065 ] loss = 0.5894 L2 = 0.6669, Cosine = -0.0593
[Epoch 9 | Batch 066 ] loss = 0.5657 L2 = 0.6830, Cosine = -0.1776
[Epoch 9 | Batch 067 ] loss = 0.5654 L2 = 0.6793, Cosine = -0.0706
[Epoch 9 | Batch 068 ] loss = 0.5727 L2 = 0.6583, Cosine = 0.0962
[Epoch 9 | Batch 069 ] loss = 0.5196 L2 = 0.7169, Cosine = -0.0837
[Epoch 9 | Batch 070 ] loss = 0.5180 L2 = 0.6654, Cosine = 0.0971
[Epoch 9 | Batch 071 ] loss = 0.4963 L2 = 0.7203, Cosine = -0.0261
[Epoch 9 | Batch 072 ] loss = 0.6545 L2 = 0.6564, Cosine = 0.0476
[Epoch 9 | Batch 073 ] loss = 0.5090 L2 = 0.6970, Cosine = -0.1230
[Epoch 9 | Batch 074 ] loss = 0.5681 L2 = 0.6990, Cosine = 0.1118
[Epoch 9 | Batch 075 ] loss = 0.5287 L2 = 0.7098, Cosine = 0.1974
[Epoch 9 | Batch 076 ] loss = 0.5442 L2 = 0.7564, Cosine = 0.0710
[Epoch 9 | Batch 077 ] loss = 0.5628 L2 = 0.7558, Cosine = -0.0895
[Epoch 9 | Batch 078 ] loss = 0.5899 L2 = 0.7226, Cosine = 0.1080
[Epoch 9 | Batch 079 ] loss = 0.5870 L2 = 0.7607, Cosine = -0.0728
[Epoch 9 | Batch 080 ] loss = 0.6456 L2 = 0.7309, Cosine = 0.1804
[Epoch 9 | Batch 081 ] loss = 0.5415 L2 = 0.7410, Cosine = 0.0089
[Epoch 9 | Batch 082 ] loss = 0.5920 L2 = 0.7132, Cosine = 0.1179
[Epoch 9 | Batch 083 ] loss = 0.4659 L2 = 0.7413, Cosine = -0.1850
[Epoch 9 | Batch 084 ] loss = 0.6008 L2 = 0.7517, Cosine = 0.0338
[Epoch 9 | Batch 085 ] loss = 0.5985 L2 = 0.7300, Cosine = -0.1346
[Epoch 9 | Batch 086 ] loss = 0.5254 L2 = 0.7169, Cosine = -0.1685
[Epoch 9 | Batch 087 ] loss = 0.5548 L2 = 0.7709, Cosine = 0.0042
[Epoch 9 | Batch 088 ] loss = 0.5915 L2 = 0.7677, Cosine = -0.0529
[Epoch 9 | Batch 089 ] loss = 0.7029 L2 = 0.7700, Cosine = 0.2485
[Epoch 9 | Batch 090 ] loss = 0.6047 L2 = 0.7550, Cosine = 0.0945
[Epoch 9 | Batch 091 ] loss = 0.5627 L2 = 0.6959, Cosine = 0.0423
[Epoch 9 | Batch 092 ] loss = 0.5531 L2 = 0.7034, Cosine = 0.0110
[Epoch 9 | Batch 093 ] loss = 0.5445 L2 = 0.6894, Cosine = 0.0895
[Epoch 9 | Batch 094 ] loss = 0.5637 L2 = 0.7130, Cosine = 0.2237
[Epoch 9 | Batch 095 ] loss = 0.5038 L2 = 0.7144, Cosine = -0.1151
[Epoch 9 | Batch 096 ] loss = 0.4376 L2 = 0.6841, Cosine = -0.2415
[Epoch 9 | Batch 097 ] loss = 0.5272 L2 = 0.7520, Cosine = -0.1155
Epoch [9] Test Acc: 9.23% 
[Epoch 10 | Batch 000 ] loss = 1.1288 L2 = 0.7652, Cosine = -0.1353
[Epoch 10 | Batch 001 ] loss = 1.0484 L2 = 0.7554, Cosine = -0.0685
[Epoch 10 | Batch 002 ] loss = 0.9532 L2 = 0.7017, Cosine = 0.0651
[Epoch 10 | Batch 003 ] loss = 0.9698 L2 = 0.6890, Cosine = -0.0043
[Epoch 10 | Batch 004 ] loss = 0.6715 L2 = 0.7160, Cosine = 0.0092
[Epoch 10 | Batch 005 ] loss = 0.8360 L2 = 0.6711, Cosine = 0.0443
[Epoch 10 | Batch 006 ] loss = 0.7825 L2 = 0.6714, Cosine = 0.0342
[Epoch 10 | Batch 007 ] loss = 0.7061 L2 = 0.6073, Cosine = -0.1317
[Epoch 10 | Batch 008 ] loss = 0.7048 L2 = 0.6091, Cosine = -0.0049
[Epoch 10 | Batch 009 ] loss = 0.7647 L2 = 0.6167, Cosine = 0.1641
[Epoch 10 | Batch 010 ] loss = 0.7446 L2 = 0.6267, Cosine = -0.0443
[Epoch 10 | Batch 011 ] loss = 0.6810 L2 = 0.5957, Cosine = -0.2877
[Epoch 10 | Batch 012 ] loss = 0.6757 L2 = 0.5852, Cosine = -0.2823
[Epoch 10 | Batch 013 ] loss = 0.7060 L2 = 0.6176, Cosine = -0.1910
[Epoch 10 | Batch 014 ] loss = 0.7586 L2 = 0.6554, Cosine = -0.2251
[Epoch 10 | Batch 015 ] loss = 0.7534 L2 = 0.7042, Cosine = 0.0739
[Epoch 10 | Batch 016 ] loss = 0.7232 L2 = 0.6883, Cosine = -0.1850
[Epoch 10 | Batch 017 ] loss = 0.6578 L2 = 0.6718, Cosine = -0.0612
[Epoch 10 | Batch 018 ] loss = 0.6753 L2 = 0.7475, Cosine = 0.1065
[Epoch 10 | Batch 019 ] loss = 0.6206 L2 = 0.8335, Cosine = 0.1171
[Epoch 10 | Batch 020 ] loss = 0.7265 L2 = 0.6574, Cosine = -0.0027
[Epoch 10 | Batch 021 ] loss = 0.6221 L2 = 0.7980, Cosine = 0.0486
[Epoch 10 | Batch 022 ] loss = 0.7010 L2 = 0.6041, Cosine = 0.0181
[Epoch 10 | Batch 023 ] loss = 0.6745 L2 = 0.7660, Cosine = 0.1300
[Epoch 10 | Batch 024 ] loss = 0.7098 L2 = 0.7488, Cosine = 0.0139
[Epoch 10 | Batch 025 ] loss = 0.6869 L2 = 0.7352, Cosine = -0.0396
[Epoch 10 | Batch 026 ] loss = 0.6898 L2 = 0.7048, Cosine = 0.0498
[Epoch 10 | Batch 027 ] loss = 0.7226 L2 = 0.6904, Cosine = 0.1442
[Epoch 10 | Batch 028 ] loss = 0.6539 L2 = 0.7393, Cosine = 0.2098
[Epoch 10 | Batch 029 ] loss = 0.5737 L2 = 0.7802, Cosine = -0.0899
[Epoch 10 | Batch 030 ] loss = 0.5626 L2 = 0.7725, Cosine = 0.1287
[Epoch 10 | Batch 031 ] loss = 0.6665 L2 = 0.7152, Cosine = -0.0887
[Epoch 10 | Batch 032 ] loss = 0.6348 L2 = 0.6460, Cosine = -0.0599
[Epoch 10 | Batch 033 ] loss = 0.6064 L2 = 0.7107, Cosine = 0.0281
[Epoch 10 | Batch 034 ] loss = 0.6395 L2 = 0.8237, Cosine = 0.0092
[Epoch 10 | Batch 035 ] loss = 0.6831 L2 = 0.7734, Cosine = 0.0625
[Epoch 10 | Batch 036 ] loss = 0.6303 L2 = 0.8869, Cosine = 0.0960
[Epoch 10 | Batch 037 ] loss = 0.5623 L2 = 0.9352, Cosine = -0.1968
[Epoch 10 | Batch 038 ] loss = 0.6294 L2 = 0.8320, Cosine = 0.0641
[Epoch 10 | Batch 039 ] loss = 0.5946 L2 = 0.7452, Cosine = 0.0984
[Epoch 10 | Batch 040 ] loss = 0.6229 L2 = 0.9183, Cosine = -0.0304
[Epoch 10 | Batch 041 ] loss = 0.5939 L2 = 0.8790, Cosine = -0.0083
[Epoch 10 | Batch 042 ] loss = 0.5891 L2 = 0.8221, Cosine = -0.3236
[Epoch 10 | Batch 043 ] loss = 0.6667 L2 = 0.7583, Cosine = 0.0228
[Epoch 10 | Batch 044 ] loss = 0.5776 L2 = 0.8002, Cosine = -0.0293
[Epoch 10 | Batch 045 ] loss = 0.6135 L2 = 0.7324, Cosine = 0.0983
[Epoch 10 | Batch 046 ] loss = 0.7195 L2 = 0.6554, Cosine = 0.2824
[Epoch 10 | Batch 047 ] loss = 0.6353 L2 = 0.6773, Cosine = 0.2038
[Epoch 10 | Batch 048 ] loss = 0.6256 L2 = 0.6899, Cosine = 0.0206
[Epoch 10 | Batch 049 ] loss = 0.5308 L2 = 0.7584, Cosine = -0.0518
[Epoch 10 | Batch 050 ] loss = 0.5399 L2 = 0.7184, Cosine = -0.2203
[Epoch 10 | Batch 051 ] loss = 0.5889 L2 = 0.7232, Cosine = -0.0001
[Epoch 10 | Batch 052 ] loss = 0.6490 L2 = 0.6886, Cosine = 0.1292
[Epoch 10 | Batch 053 ] loss = 0.6048 L2 = 0.7321, Cosine = -0.1301
[Epoch 10 | Batch 054 ] loss = 0.6411 L2 = 0.6890, Cosine = 0.1093
[Epoch 10 | Batch 055 ] loss = 0.7631 L2 = 0.6533, Cosine = 0.0396
[Epoch 10 | Batch 056 ] loss = 0.5004 L2 = 0.6979, Cosine = -0.1308
[Epoch 10 | Batch 057 ] loss = 0.6659 L2 = 0.6571, Cosine = 0.1198
[Epoch 10 | Batch 058 ] loss = 0.6789 L2 = 0.6616, Cosine = -0.0241
[Epoch 10 | Batch 059 ] loss = 0.5602 L2 = 0.6831, Cosine = -0.0350
[Epoch 10 | Batch 060 ] loss = 0.6000 L2 = 0.6841, Cosine = -0.1090
[Epoch 10 | Batch 061 ] loss = 0.5238 L2 = 0.7257, Cosine = 0.0260
[Epoch 10 | Batch 062 ] loss = 0.4976 L2 = 0.7257, Cosine = -0.0933
[Epoch 10 | Batch 063 ] loss = 0.5370 L2 = 0.7315, Cosine = -0.1161
[Epoch 10 | Batch 064 ] loss = 0.5699 L2 = 0.7038, Cosine = 0.0318
[Epoch 10 | Batch 065 ] loss = 0.5995 L2 = 0.7141, Cosine = 0.1751
[Epoch 10 | Batch 066 ] loss = 0.5393 L2 = 0.8405, Cosine = 0.0641
[Epoch 10 | Batch 067 ] loss = 0.5786 L2 = 0.7312, Cosine = 0.0887
[Epoch 10 | Batch 068 ] loss = 0.5059 L2 = 0.7597, Cosine = -0.1275
[Epoch 10 | Batch 069 ] loss = 0.5062 L2 = 0.7441, Cosine = -0.1792
[Epoch 10 | Batch 070 ] loss = 0.5137 L2 = 0.8129, Cosine = 0.0608
[Epoch 10 | Batch 071 ] loss = 0.5001 L2 = 0.7881, Cosine = -0.1592
[Epoch 10 | Batch 072 ] loss = 0.5614 L2 = 0.7560, Cosine = 0.0165
[Epoch 10 | Batch 073 ] loss = 0.5461 L2 = 0.7499, Cosine = 0.1005
[Epoch 10 | Batch 074 ] loss = 0.6396 L2 = 0.7470, Cosine = 0.0477
[Epoch 10 | Batch 075 ] loss = 0.4981 L2 = 0.7328, Cosine = 0.1457
[Epoch 10 | Batch 076 ] loss = 0.5258 L2 = 0.7522, Cosine = -0.0064
[Epoch 10 | Batch 077 ] loss = 0.6556 L2 = 0.7021, Cosine = -0.1786
[Epoch 10 | Batch 078 ] loss = 0.5304 L2 = 0.7199, Cosine = -0.2356
[Epoch 10 | Batch 079 ] loss = 0.6478 L2 = 0.6871, Cosine = 0.1439
[Epoch 10 | Batch 080 ] loss = 0.5842 L2 = 0.7805, Cosine = -0.0335
[Epoch 10 | Batch 081 ] loss = 0.5320 L2 = 0.7848, Cosine = -0.1160
[Epoch 10 | Batch 082 ] loss = 0.6049 L2 = 0.7967, Cosine = 0.0450
[Epoch 10 | Batch 083 ] loss = 0.5726 L2 = 0.7805, Cosine = 0.0971
[Epoch 10 | Batch 084 ] loss = 0.5270 L2 = 0.7701, Cosine = -0.1062
[Epoch 10 | Batch 085 ] loss = 0.5356 L2 = 0.7618, Cosine = -0.0888
[Epoch 10 | Batch 086 ] loss = 0.5190 L2 = 0.7713, Cosine = 0.0070
[Epoch 10 | Batch 087 ] loss = 0.6320 L2 = 0.7173, Cosine = -0.1049
[Epoch 10 | Batch 088 ] loss = 0.5258 L2 = 0.7609, Cosine = -0.2219
[Epoch 10 | Batch 089 ] loss = 0.6229 L2 = 0.7754, Cosine = 0.0609
[Epoch 10 | Batch 090 ] loss = 0.5553 L2 = 0.7614, Cosine = 0.0840
[Epoch 10 | Batch 091 ] loss = 0.5621 L2 = 0.7549, Cosine = -0.0604
[Epoch 10 | Batch 092 ] loss = 0.5004 L2 = 0.7795, Cosine = 0.0325
[Epoch 10 | Batch 093 ] loss = 0.4989 L2 = 0.7764, Cosine = -0.1936
[Epoch 10 | Batch 094 ] loss = 0.5272 L2 = 0.7741, Cosine = -0.0627
[Epoch 10 | Batch 095 ] loss = 0.4805 L2 = 0.7739, Cosine = -0.1994
[Epoch 10 | Batch 096 ] loss = 0.4307 L2 = 0.7033, Cosine = -0.0612
[Epoch 10 | Batch 097 ] loss = 0.6164 L2 = 0.8589, Cosine = -0.0376
Epoch [10] Test Acc: 6.07% 
[Epoch 11 | Batch 000 ] loss = 1.0070 L2 = 0.7951, Cosine = 0.0521
[Epoch 11 | Batch 001 ] loss = 0.8988 L2 = 0.7737, Cosine = 0.0575
[Epoch 11 | Batch 002 ] loss = 0.7497 L2 = 0.7737, Cosine = 0.0499
[Epoch 11 | Batch 003 ] loss = 0.7217 L2 = 0.7460, Cosine = 0.0484
[Epoch 11 | Batch 004 ] loss = 0.8869 L2 = 0.7625, Cosine = 0.1785
[Epoch 11 | Batch 005 ] loss = 0.6465 L2 = 0.8515, Cosine = -0.0420
[Epoch 11 | Batch 006 ] loss = 0.6333 L2 = 0.8122, Cosine = -0.1799
[Epoch 11 | Batch 007 ] loss = 0.6671 L2 = 0.7496, Cosine = -0.2100
[Epoch 11 | Batch 008 ] loss = 0.6072 L2 = 0.8285, Cosine = -0.2280
[Epoch 11 | Batch 009 ] loss = 0.7332 L2 = 0.8625, Cosine = -0.1013
[Epoch 11 | Batch 010 ] loss = 0.6277 L2 = 0.8798, Cosine = -0.3001
[Epoch 11 | Batch 011 ] loss = 0.6333 L2 = 0.9451, Cosine = 0.0430
[Epoch 11 | Batch 012 ] loss = 0.6277 L2 = 0.8246, Cosine = -0.0599
[Epoch 11 | Batch 013 ] loss = 0.5535 L2 = 0.9289, Cosine = -0.1135
[Epoch 11 | Batch 014 ] loss = 0.6492 L2 = 0.9643, Cosine = -0.0474
[Epoch 11 | Batch 015 ] loss = 0.5878 L2 = 0.9886, Cosine = -0.0560
[Epoch 11 | Batch 016 ] loss = 0.6066 L2 = 0.7738, Cosine = -0.0245
[Epoch 11 | Batch 017 ] loss = 0.6427 L2 = 0.8021, Cosine = -0.1001
[Epoch 11 | Batch 018 ] loss = 0.6527 L2 = 0.7931, Cosine = 0.0491
[Epoch 11 | Batch 019 ] loss = 0.5313 L2 = 0.6722, Cosine = 0.0166
[Epoch 11 | Batch 020 ] loss = 0.5505 L2 = 0.6483, Cosine = -0.0626
[Epoch 11 | Batch 021 ] loss = 0.6726 L2 = 0.8438, Cosine = -0.0276
[Epoch 11 | Batch 022 ] loss = 0.5648 L2 = 0.6370, Cosine = -0.1239
[Epoch 11 | Batch 023 ] loss = 0.5309 L2 = 0.7293, Cosine = -0.0120
[Epoch 11 | Batch 024 ] loss = 0.6536 L2 = 0.8405, Cosine = -0.1580
[Epoch 11 | Batch 025 ] loss = 0.5624 L2 = 0.8601, Cosine = -0.1443
[Epoch 11 | Batch 026 ] loss = 0.5637 L2 = 0.8035, Cosine = -0.3030
[Epoch 11 | Batch 027 ] loss = 0.5876 L2 = 0.8206, Cosine = -0.2959
[Epoch 11 | Batch 028 ] loss = 0.5585 L2 = 0.8642, Cosine = -0.1128
[Epoch 11 | Batch 029 ] loss = 0.5314 L2 = 0.8649, Cosine = -0.2584
[Epoch 11 | Batch 030 ] loss = 0.5524 L2 = 0.7960, Cosine = -0.0399
[Epoch 11 | Batch 031 ] loss = 0.6050 L2 = 0.7225, Cosine = 0.0242
[Epoch 11 | Batch 032 ] loss = 0.6220 L2 = 0.6884, Cosine = 0.0661
[Epoch 11 | Batch 033 ] loss = 0.5545 L2 = 0.6395, Cosine = -0.0233
[Epoch 11 | Batch 034 ] loss = 0.5606 L2 = 0.6015, Cosine = 0.1437
[Epoch 11 | Batch 035 ] loss = 0.5883 L2 = 0.6098, Cosine = 0.0157
[Epoch 11 | Batch 036 ] loss = 0.6445 L2 = 0.6315, Cosine = -0.0528
[Epoch 11 | Batch 037 ] loss = 0.5236 L2 = 0.6417, Cosine = -0.0217
[Epoch 11 | Batch 038 ] loss = 0.5906 L2 = 0.6304, Cosine = 0.0334
[Epoch 11 | Batch 039 ] loss = 0.5918 L2 = 0.6594, Cosine = -0.0611
[Epoch 11 | Batch 040 ] loss = 0.4989 L2 = 0.7453, Cosine = -0.1097
[Epoch 11 | Batch 041 ] loss = 0.5012 L2 = 0.6900, Cosine = 0.1552
[Epoch 11 | Batch 042 ] loss = 0.5694 L2 = 0.7170, Cosine = 0.1921
[Epoch 11 | Batch 043 ] loss = 0.5047 L2 = 0.7079, Cosine = 0.0718
[Epoch 11 | Batch 044 ] loss = 0.5452 L2 = 0.6858, Cosine = -0.0716
[Epoch 11 | Batch 045 ] loss = 0.5720 L2 = 0.6503, Cosine = 0.0602
[Epoch 11 | Batch 046 ] loss = 0.6439 L2 = 0.6861, Cosine = -0.1827
[Epoch 11 | Batch 047 ] loss = 0.5588 L2 = 0.6618, Cosine = -0.0367
[Epoch 11 | Batch 048 ] loss = 0.4689 L2 = 0.7251, Cosine = -0.1597
[Epoch 11 | Batch 049 ] loss = 0.4982 L2 = 0.6892, Cosine = -0.0724
[Epoch 11 | Batch 050 ] loss = 0.5187 L2 = 0.6481, Cosine = -0.0401
[Epoch 11 | Batch 051 ] loss = 0.6211 L2 = 0.7022, Cosine = 0.0568
